LocationID	Treatment	Label	LabelID	Type	Type2	TreeSizeCat	TreePerimeter	Lat	Long	Aspect	DistIsland	DistReef	TreesWithin50	Timepoint	Grouping	MedGroupProb	Maxgroupsize	TotalGroupingFish	Predominantspecies
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	17	n	0.95	18	18	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	18	y	0.95	28	28	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	19	y	0.95	41	41	Lutjanussp.
8	a	8TM	9	medium	medium	M	15.1	-18.170804	178.525635	e	824.1066285	484.829182	0	20	y	0.95	35	35	Lutjanussp.
7	a	7TM	10	medium	medium	M	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	1	y	0.95	20	20	Lutjanussp.
7	a	7TM	10	medium	medium	M	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	2	y	0.95	32	32	Lutjanussp.
7	a	7TM	10	medium	medium	M	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	3	y	0.95	65	65	Lutjanussp.
7	a	7TM	10	medium	medium	M	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	4	y	0.95	59	59	Lutjanussp.
7	a	7TM	10	medium	medium	M	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	5	y	0.95	55	55	Lutjanussp.
7	a	7TM	10	medium	medium	M	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	6	y	0.95	61	61	Lutjanussp.
7	a	7TM	10	medium	medium	M	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	7	y	0.95	69	69	Lutjanussp.
7	a	7TM	10	medium	medium	M	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	8	y	0.95	44	44	Lutjanussp.
7	a	7TM	10	medium	medium	M	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	9	y	0.95	45	45	Lutjanussp.
7	a	7TM	10	medium	medium	M	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	10	y	0.95	44	44	Lutjanussp.
7	a	7TM	10	medium	medium	M	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	11	y	0.95	41	41	Lutjanussp.
7	a	7TM	10	medium	medium	M	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	12	y	0.95	41	41	Lutjanussp.
7	a	7TM	10	medium	medium	M	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	13	y	0.95	58	58	Lutjanussp.
7	a	7TM	10	medium	medium	M	12.5	-18.172299	178.525436	e	778.6570957	325.4842522	0	14	y	0.95	44	44	Lutjanussp.
